Repo Name,File Path,File Type,IsPod,IfSecurityAttackExist,Attack#1,Attack#2,Attack#3,Attack#4,Attack#5,Attack#6,Attack#7,Attack#8,Attack#9,Attack#10,note,Output
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\grafana-deployment.yaml,,1.0,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\grafana-deployment.yaml'

Workload
┌─────────────────────┬───────────┬─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ Control name        │ Resources │ View details                                                                                                                                        │
├─────────────────────┼───────────┼─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Non-root containers │     1     │ $ kubescape scan control C-0013 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\grafana-deployment.yaml -v │
└─────────────────────┴───────────┴─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\grafana-serviceAccount.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\grafana-serviceAccount.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\ingress-alertmanager.yaml,,,0.0,,,,,,,,,,,,No security posture overview found in the output.
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\ingress-grafana.yaml,,,0.0,,,,,,,,,,,,No security posture overview found in the output.
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\ingress-prometheus.yaml,,,0.0,,,,,,,,,,,,No security posture overview found in the output.
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\kube-state-metrics-clusterRole.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\kube-state-metrics-clusterRole.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\kube-state-metrics-clusterRoleBinding.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\kube-state-metrics-clusterRoleBinding.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\kube-state-metrics-deployment.yaml,,1.0,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\kube-state-metrics-deployment.yaml'

Workload
┌─────────────────────┬───────────┬────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ Control name        │ Resources │ View details                                                                                                                                                   │
├─────────────────────┼───────────┼────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Non-root containers │     1     │ $ kubescape scan control C-0013 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\kube-state-metrics-deployment.yaml -v │
└─────────────────────┴───────────┴────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\kube-state-metrics-serviceAccount.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\kube-state-metrics-serviceAccount.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\node-exporter-clusterRole.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\node-exporter-clusterRole.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\node-exporter-clusterRoleBinding.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\node-exporter-clusterRoleBinding.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\node-exporter-daemonset.yaml,,1.0,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\node-exporter-daemonset.yaml'

Workload
┌─────────────────────────┬───────────┬──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ Control name            │ Resources │ View details                                                                                                                                             │
├─────────────────────────┼───────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Host PID/IPC privileges │     1     │ $ kubescape scan control C-0038 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\node-exporter-daemonset.yaml -v │
│ HostNetwork access      │     1     │ $ kubescape scan control C-0041 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\node-exporter-daemonset.yaml -v │
│ HostPath mount          │     1     │ $ kubescape scan control C-0048 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\node-exporter-daemonset.yaml -v │
│ Non-root containers     │     1     │ $ kubescape scan control C-0013 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\node-exporter-daemonset.yaml -v │
└─────────────────────────┴───────────┴──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\node-exporter-serviceAccount.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\node-exporter-serviceAccount.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRole.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-clusterRole.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleAggregatedMetricsReader.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleAggregatedMetricsReader.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleBinding.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleBinding.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleBindingDelegator.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleBindingDelegator.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleServerResources.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleServerResources.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-configMap.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-configMap.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-deployment.yaml,,1.0,1.0,,,,1.0,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-deployment.yaml'

Workload
┌─────────────────────┬───────────┬────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ Control name        │ Resources │ View details                                                                                                                                                   │
├─────────────────────┼───────────┼────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Non-root containers │     1     │ $ kubescape scan control C-0013 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-deployment.yaml -v │
└─────────────────────┴───────────┴────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-roleBindingAuthReader.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-roleBindingAuthReader.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-serviceAccount.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-adapter-serviceAccount.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-clusterRole.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-clusterRole.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-clusterRoleBinding.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-clusterRoleBinding.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-roleBindingConfig.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-roleBindingConfig.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-roleBindingSpecificNamespaces.yaml,,,0.0,,,,,,,,,,,,No security posture overview found in the output.
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-roleConfig.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-roleConfig.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-roleSpecificNamespaces.yaml,,,0.0,,,,,,,,,,,,No security posture overview found in the output.
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-serviceAccount.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\prometheus-serviceAccount.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-0podmonitorCustomResourceDefinition.yaml,,,0.0,,,,,,,,,,,,No security posture overview found in the output.
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-clusterRole.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\setup\prometheus-operator-clusterRole.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-clusterRoleBinding.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\setup\prometheus-operator-clusterRoleBinding.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-deployment.yaml,,1.0,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\setup\prometheus-operator-deployment.yaml'

Workload
┌─────────────────────┬───────────┬───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ Control name        │ Resources │ View details                                                                                                                                                          │
├─────────────────────┼───────────┼───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Non-root containers │     1     │ $ kubescape scan control C-0013 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\setup\prometheus-operator-deployment.yaml -v │
└─────────────────────┴───────────┴───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-serviceAccount.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\cluster-monitoring\manifests\setup\prometheus-operator-serviceAccount.yaml'

All controls passed. No issues found"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\samples\sample-pv-grafana.yaml,,,0.0,,,,,,,,,,,,No security posture overview found in the output.
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\samples\sample-pv-prometheus.yaml,,,0.0,,,,,,,,,,,,No security posture overview found in the output.
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\default\manager_auth_proxy_patch.yaml,,1.0,1.0,,,,1.0,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\default\manager_auth_proxy_patch.yaml'

Workload
┌─────────────────────┬───────────┬───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ Control name        │ Resources │ View details                                                                                                                                                  │
├─────────────────────┼───────────┼───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Non-root containers │     1     │ $ kubescape scan control C-0013 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\default\manager_auth_proxy_patch.yaml -v │
└─────────────────────┴───────────┴───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\default\manager_config_patch.yaml,,1.0,1.0,,,,1.0,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\default\manager_config_patch.yaml'

Workload
┌─────────────────────┬───────────┬───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ Control name        │ Resources │ View details                                                                                                                                              │
├─────────────────────┼───────────┼───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Non-root containers │     1     │ $ kubescape scan control C-0013 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\default\manager_config_patch.yaml -v │
└─────────────────────┴───────────┴───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\manager\manager.yaml,,1.0,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\manager\manager.yaml'

Workload
┌─────────────────────┬───────────┬──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ Control name        │ Resources │ View details                                                                                                                                 │
├─────────────────────┼───────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Non-root containers │     1     │ $ kubescape scan control C-0013 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\manager\manager.yaml -v │
└─────────────────────┴───────────┴──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\auth_proxy_client_clusterrole.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\auth_proxy_client_clusterrole.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\auth_proxy_role.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\auth_proxy_role.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\auth_proxy_role_binding.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\auth_proxy_role_binding.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\edgedevice_editor_role.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\edgedevice_editor_role.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\edgedevice_viewer_role.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\edgedevice_viewer_role.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\leader_election_role.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\leader_election_role.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\leader_election_role_binding.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\leader_election_role_binding.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\role.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\role.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\role_binding.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\role_binding.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\service_account.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\service_account.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\telemetryservice_editor_role.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\telemetryservice_editor_role.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\rbac\telemetryservice_viewer_role.yaml,,,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\config\rbac\telemetryservice_viewer_role.yaml'

All controls passed. No issues found"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\install\config_default.yaml,,1.0,0.0,,,,,,,,,,,,"Security posture overview for repo: 'D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\install\config_default.yaml'

Workload
┌─────────────────────┬───────────┬──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ Control name        │ Resources │ View details                                                                                                                                 │
├─────────────────────┼───────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Non-root containers │     1     │ $ kubescape scan control C-0013 D:\PhD\Research\K8s-config-bugs_FSE25\final_repo_list\repos\shifu\pkg\k8s\crd\install\config_default.yaml -v │
└─────────────────────┴───────────┴──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘"
